,id1,source_1,id2,source_2
80,132,"Fish; coalfish (pollachius virens), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)",16313,pollachius
81,133,"Fish; mackerel (scomber scombrus, scomber australasicus, scomber japonicus), fresh of chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)",17449,ber
82,134,"Fish; dogfish and other sharks, fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)",6921,dogfish
83,136,"Fish; swordfish (Xiphias gladius), fresh or chilled (excluding fillets, livers, roes and other fish meat of heading no. 0304)",42199,swordfish
84,138,"Fish; fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",9666,oreochromis
85,139,"Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",7835,clarias
86,140,"Fish; fresh or chilled, carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), excluding fillets, livers, roes, and other fish meat of heading 0304",1970,carassius
87,142,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, livers, roes, and other fish meat of heading 0304",41089,sharks
88,143,"Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, livers, roes, and other fish meat of heading 0304",22992,rajidae
89,145,"Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",6658,dicentrarchus
90,146,"Fish; fresh or chilled, seabream (Sparidae), excluding fillets, livers, roes, and other fish meat of heading 0304",842,bream
91,147,"Fish; Pacific salmon, sockeye salmon, (red salmon), (Oncorhynchus nerka,) frozen, (excluding fillets, livers, roes and other fish meat of heading no. 0304)",14544,frozen fish
92,148,"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, livers, roes, and other fish meat of heading 0304",37332,oncorhynchus
93,149,"Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, livers, roes, and other fish meat of heading 0304",21286,hucho
94,150,"Fish; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, livers, roes, and other fish meat of heading 0304",41944,gaster
95,151,"Fish; Pacific salmon, other than sockeye salmon, (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), frozen, (excluding fillets, livers, roes and other fish meat of heading no. 0304)",37572,sockeye salmon
96,152,"Fish; trout (salmo trutta, salmo gairdneri, salmo clarki, salmo aguabonita, salmo gilae), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",43009,trout
97,154,"Fish; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",8084,pangasius
98,155,"Fish; frozen, carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), excluding fillets, livers, roes, and other fish meat of heading 0304",4210,ctenopharyngodon
99,157,"Fish; salmonidae, frozen, n.e.s. in item no. 0302.1 and 0302.2 (excluding fillets, livers, roes and other fish meat of heading no. 0304)",23853,salmonidae
100,158,"Fish; halibut (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",20768,hippoglossoides
101,159,"Fish; plaice (pleuronectes platessa), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",22192,ice
102,161,"Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, livers, roes, and other fish meat of heading 0304",43244,turbo
103,163,"Fish; albacore or longfinned tunas (thunnus alalunga), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",43234,albacore
104,170,"Fish; herrings (Clupea harengus, Clupea pallasii), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",20399,herrings
105,171,"Fish; cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",15097,gadus
106,172,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, livers, roes, and other fish meat of heading 0304",40464,sardina
107,173,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, livers, roes, and other fish meat of heading 0304",21531,scomber scombrus
108,174,"Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",42718,trachurus
109,176,"Fish; frozen, swordfish (Xiphias gladius), excluding fillets, livers, roes, and other fish meat of heading 0304",44158,xiphias
110,180,"Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, livers, roes, and other fish meat of heading 0304",3949,mus
111,181,"Fish; frozen, coalfish (Pollachius virens), excluding fillets, livers, roes, and other fish meat of heading 0304",7277,lac
112,182,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",33443,merluccius
113,183,"Fish; frozen, Alaska pollack (Theraga chalcogramma), excluding fillets, livers, roes, and other fish meat of heading 0304",38952,pollack
114,184,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, livers, roes, and other fish meat of heading 0304",43999,whitings
115,185,"Fish; sardines (sardina pilchardus, sardinops spp.), sardinella (sardinella spp.), brisling or sprats (sprattus sprattus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",40465,sardinella
116,186,"Fish; haddock (melanogrammus aeglefinus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",19134,haddock
117,188,"Fish; mackerel (scomber scombrus, scomber australasicus, scomber japonicus), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",40568,scomber
118,192,"Fish; hake (merluccius spp., urophycis spp.), frozen (excluding fillets, livers, roes and other fish meat of heading no. 0304)",43437,urophycis
119,196,"Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, livers, roes, and other fish meat of heading 0304",13055,aba
120,197,"Fish; swordfish (Xiphias gladius), fillets and other fish meat (whether or not minced), fresh or chilled",8219,minced meat
121,203,"Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)",16276,tilapia
122,204,"Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",17405,pan
123,205,"Fish fillets; fresh or chilled, Nile perch (Lates niloticus)",7570,lates
124,206,"Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)",23864,oncorhynchus nerka
125,207,"Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",18234,oncorhynchus mykiss
126,208,"Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",19389,eu
127,211,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads",37966,perch
128,212,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae",40354,salmo
129,215,"Fish fillets; frozen, tilapias (Oreochromis spp.)",40801,til
130,216,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",22274,ictalurus
131,218,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",26483,gadus macrocephalus
132,219,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)",32956,melanogrammus
133,220,"Fish fillets; frozen, coalfish (Pollachius virens)",38950,pollachius virens
134,223,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",23883,hucho hucho
135,224,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",44757,aster
136,225,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",31168,bothidae
137,227,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",1051,genus
138,232,"Fish; Pacific salmon (oncorhynchus spp.), Atlantic salmon (salmo salar) and Danube salmon (hucho hucho), including fillets, smoked (whether or not cooked before or during the smoking process)",40358,salmon
139,233,"Fish; herrings (clupea harengus, clupea pallasii), including fillets; smoked (whether or not cooked before or during the smoking process)",41275,smoking
140,236,"Fish; cod (gadus morhua, gadus ogac, gadus macrocephalus), dried (whether or not salted but not smoked)",6976,dried fish
141,237,"Fish; herrings (clupea harengas, clupea pallasii), salted or in brine but not dried or smoked",38587,arenga
142,239,"Fish; anchovies (engraulis spp.), salted or in brine but not dried or smoked",24207,anchovies
143,241,"Crustaceans; rock lobsters and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)",5860,crawfish
144,242,"Crustaceans; lobsters (homarus spp.), frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)",5920,crustacea
145,243,"Crustaceans; shrimps and prawns, frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)",5921,crustaceans
146,244,"Crustaceans; crabs, frozen (whether in shell or not, whether or not cooked by steaming or by boiling in water)",5849,crabs
147,245,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",8899,oiling
148,246,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",5432,cold
149,247,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",41095,shell
150,248,"Crustaceans; rock lobster and other sea crawfish (palinurus spp., panulirus spp., jasus spp.), not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)",8672,steam
151,249,"Crustaceans; lobsters (homarus spp.), not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)",20932,homarus
152,250,"Crustaceans; shrimps and prawns, not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)",41865,steaming
153,251,"Crustaceans; crabs, not frozen, (whether in shell or not, whether or not cooked by steaming or by boiling in water)",43845,water
154,252,"Crustaceans; not frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",12754,flours
155,253,"Crustaceans; not frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets",5852,crangon
156,254,"Crustaceans; not frozen, shrimps and prawns excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flour, meals, and pellets",37921,pellets
157,255,"Molluscs; oysters, live, fresh, chilled, frozen, dried, salted or in brine (whether in shell or not)",35007,molluscs
158,256,"Molluscs; oysters, whether in shell or not, live, fresh or chilled",37555,oysters
159,258,"Molluscs; scallops (including queen scallops of the genera pecten, chlamys or placopecten), live, fresh or chilled (whether in shell or not)",3941,chlamys
160,259,"Molluscs; scallops (including queen scallops of the genera pecten, chlamys or placopecten), frozen, dried, salted or in brine (whether in shell or not)",37889,pecten
161,260,"Molluscs; mussels (mytilus spp., perna spp.), live, fresh or chilled (whether in shell or not)",20029,perna
162,261,"Molluscs; mussels (mytilus spp., perna spp.), frozen, dried, salted or in brine (whether in shell or not)",36396,mussels
163,266,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",5061,clams
164,267,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, other than live, fresh or chilled",5368,cockles
165,268,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",19365,haliotis
166,270,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothurioidea), live, fresh or chilled",524,cucumbers
167,271,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothurioidea), frozen, dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",23866,invertebrates
168,272,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), live, fresh or chilled",1213,ox
169,273,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking process",4760,paracentrotus
170,274,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",5145,rhopilema
171,275,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content not exceeding 1% (by weight)",5869,cream
172,276,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 1% but not exceeding 6% (by weight)",21175,dde
173,277,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content exceeding 6% (by weight)",34220,milk
174,278,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%",39255,produce
175,279,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%",42081,sugar
176,280,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)",17952,granules
177,281,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",43947,weight
178,285,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter",6647,air
179,286,"Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.s. in chapter 04",43987,whey
180,288,"Dairy produce,  fats and oils derived from milk (other than butter or dairy spreads)",11196,fats
181,289,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd",534,curd
182,290,"Dairy produce; cheese of all kinds, grated or powdered",3577,cheese
183,293,"Eggs; birds' eggs, in the shell, fresh, preserved or cooked",8396,eggs
184,294,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)",1235,hens
185,295,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)",5944,cuba
186,296,"Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)",45419,birds
187,300,"Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter",8397,fresh eggs
188,302,"Eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter",45841,boiling
189,303,"Honey,  natural",20984,honey
190,304,"Animal products; edible, n.e.s. in this or other chapters",39256,products
191,305,"Animal products; hair and bristles, of pigs, hogs or boars, and waste thereof",914,bristles
192,306,"Animal products; badger hair and other brush making hair and waste of such bristles or hair, n.e.s. in heading no. 0502 (excluding horsehair)",5596,istle
193,307,"Animal products; guts, bladders and stomachs of animals (other than fish), whole and pieces thereof",41945,stomach
194,308,"Animal products,  bovine semen",33181,men
195,309,"Animal products; of fish or crustaceans, molluscs or other aquatic invertebrates and dead animals of chapter 3, unfit for human consumption",5610,consumption
196,311,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",1195,bulbs
197,312,"Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower, chicory plants and roots other than of heading no. 1212",4598,crown
198,313,"Plants, live; unrooted cuttings and slips",6217,cutting
199,314,"Plants, live; rhododendrons and azaleas, grafted or not",38591,plants
200,315,"Plants, live; roses, grafted or not",2916,roses
201,316,"Plants, live; n.e.s. in heading no. 0602",36970,ants
202,317,"Flowers, cut; flowers, buds of a kind suitable for bouquets or for ornamental purposes, fresh",1139,buds
203,318,"Flowers, cut; roses, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",5038,cut flowers
204,319,"Flowers, cut; carnations, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",4573,ions
205,320,"Flowers, cut; orchids, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",12817,flowers
206,321,"Flowers, cut; chrysanthemums, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh",4274,chrysanthemum
207,322,"Flowers, cut; lilies (Lilium spp.), flowers and flower buds of a kind suitable for bouquets or ornamental purposes, fresh",1326,ilium
208,323,"Flowers, cut; flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh, other than roses, carnations, orchids, or chrysanthemums",17666,chrysanthemums
209,325,"Vegetables; seed potatoes, fresh or chilled",466,seed potatoes
210,326,"Vegetables, alliaceous; onions and shallots, fresh or chilled",3141,shallots
211,327,"Vegetables, alliaceous; leeks and other kinds n.e.s. in heading no. 0703, fresh or chilled",43540,vegetables
212,328,"Vegetables, brassica; cauliflowers and headed broccoli, fresh or chilled",735,brassica
213,329,"Vegetables, brassica; brussel sprouts, fresh or chilled",11486,brass
214,331,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled",5673,age
215,332,"Vegetables; witloff chicory (cichorium intybus var. foliosum), fresh or chilled",4515,cichorium
216,333,"Vegetables; chicory (cichorium spp.), (other than witloof chicory), fresh or chilled",45764,chicory
217,334,"Vegetables, root; carrots and turnips, fresh or chilled",23970,ips
218,335,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",2730,radishes
